typing_speed,key_delay,mouse_speed,mouse_click_rate,session_time,label
5.222236431492379,153.5419222162869,12.459529050520494,1.293809528320097,395.65253040682677,normal
7.415102700253772,128.8887533301792,9.547685155995962,2.2647485758309234,292.8942938295959,normal
5.170241841148993,145.88461456995884,14.070945751009607,2.169234880266095,359.73968503097745,normal
2.589727799328335,224.7564183876367,24.11943131361257,3.9427515879455974,754.1147052391831,anomaly
6.710072774050731,111.86576957906368,14.610228716706063,1.6140762765266492,294.60681639777766,normal
4.7176181384771825,120.29356520046233,9.697041094553176,1.7308690170627394,258.4948515471508,normal
7.034918521756933,121.4464004024824,11.137697477017003,2.5455589034184136,273.8927955867275,normal
8.468291500947824,123.66636504792065,11.124050288973343,2.5777505327858834,317.9626354521332,normal
3.8385606947672146,290.5877594755683,1.6865058791239904,1.8773809821486964,701.2642838415438,anomaly
7.1651867818755255,143.5000713734247,14.03859652640133,1.1806793915828016,288.41846091334037,normal
6.682322108105127,136.97791501216963,16.1995223410164,2.078407945080096,289.51252766325393,normal
8.360943402261562,128.5035876694684,11.20119450199708,2.623582419957592,323.4896838552819,normal
11.070226668521272,121.58977765884931,1.56182109875486,1.299423968613741,209.94559964398678,anomaly
5.329107906634673,136.51495275217118,14.644628122549612,1.828867299472133,287.4203788341861,normal
15.207343878972909,372.1420517109442,19.89927420917426,2.808629784745195,951.2603294553068,anomaly
6.614877366724652,152.65188473944798,9.244314821479355,2.578753515445006,260.93256325160763,normal
7.170115440030678,143.31941104450303,14.939495690631711,3.086261380925018,288.5767200156621,normal
8.067409952755465,116.63720368657545,10.920620009587124,1.4771479379244583,293.89187435676826,normal
7.599399755464497,155.81865244628253,14.011943794466525,2.123368150345725,287.02350073475213,normal
6.813886872912199,139.73110923313908,12.348748380181583,2.642188569685629,387.4217013665981,normal
13.368936703310133,39.77072931827179,34.814845022967596,5.11067735355197,868.2976973922817,anomaly
19.992109284117934,208.1459627828402,16.887948756123592,7.912608904158667,915.0250723569579,anomaly
6.7070769738966005,127.19384851252755,13.503624693566698,2.296205362949908,352.4117458013417,normal
7.533713878696658,131.32945524484867,17.528123910560467,1.5988639635297455,315.99905974402697,normal
7.2623916395530195,106.39583603570355,16.924497447424407,2.3782213794541454,336.6934523561365,normal
16.57460370135652,99.98738895109453,11.225194974533158,3.142430526329647,835.5469296305848,anomaly
4.965316161035048,137.4752537635799,12.007095111466098,1.3936461075355626,344.2487839851225,normal
5.682872194271351,148.16964270473954,12.929900812197705,1.2725742717371795,305.70348359288926,normal
