typing_speed,key_delay,mouse_speed,mouse_click_rate,session_time
4.440544936866821,0.19438919434139207,1132.0241625403178,2.735092730662891,217.15948940050396
4.664446162419768,0.08895802795443833,700.0698702066773,1.7280436595264406,155.36409589020877
7.630431569598803,0.2290163045540496,776.3380133234382,1.532448712987855,159.05390624934128
6.20150580668693,0.1301979438449104,800.332746406922,1.4372362942625314,279.04853383631604
5.36714661957717,0.16915744562905377,275.7993094771687,0.7950500621181829,275.6882876621436
4.8570375723880534,0.0925128135362227,772.8213330497305,0.6726188010385904,150.59576359829697
5.6689441752978205,0.10416426151389319,790.1723867355371,0.893386917301026,31.693573275752286
3.2033797615815054,0.054982801978485485,1054.898106683741,0.6016855818604911,178.04013382769702
5.711911564545892,0.20411583014290996,933.6884246944368,2.4806554363095064,97.91995913885314
6.223505708919314,0.10253600665427141,243.04641064424086,1.2691475691907521,278.98209447056274
4.4877874166527025,0.20921750170739084,274.6857025431982,2.4470490957425888,167.6974195187422
6.8311408695335825,0.111907651131903,236.83691528295253,0.6865935242999892,262.6048134136207
4.698239313870117,0.18830144428337248,371.213518267066,1.9711012622624755,163.1854099067077
4.2992434977017195,0.11017822413433649,1199.4294804877882,1.4589236001875663,36.39123454181784
5.4822940330953305,0.13983384314103686,584.0679079120792,1.957185918699048,206.27150654416675
5.095080856790265,0.22559377030993294,446.8391805653767,2.6621865470280652,286.9674704594042
4.862352970249992,0.22574193824569033,1163.3872425089367,2.1016934554002447,257.5637438213962
4.841804499545538,0.09262227876202128,433.4071747756367,2.6323167061126265,143.70182870986264
6.737026426158103,0.08447197288642205,751.8089129457665,2.493444801712236,164.35718523550116
6.870826717757586,0.20049345124461299,737.0251481253907,2.0503727551962214,165.77984780650644
6.985857377276424,0.12848696825370004,303.7107964657562,2.243972969169176,225.00437526020008
5.483487175490484,0.2183406673072179,611.3764291766561,1.403429791300082,69.50041141089625
6.64228872940104,0.10367541146774058,483.55640698752813,0.7363544190241942,219.99451372991766
5.144388246162246,0.2203549974064546,1138.7474679646768,1.1148976859616762,54.63690862769451
7.30127267503197,0.11209366826935914,1085.5822132970188,1.7694926448282278,174.69259746365037
5.040017157256607,0.13553168533736804,535.5938147914535,2.757354580912439,149.65824316863527
5.353412461825178,0.23275664975390697,264.46508971280474,2.9181390943561403,283.85186443078385
5.81757405409399,0.057695741547973994,502.99254667916455,1.1364485098927108,242.75697642899283
5.996575229480488,0.21661921657530386,1014.8730990876154,1.3155847011790385,132.43781210602378
4.495325602695653,0.05416145933821381,563.7478130241916,1.895774822371845,67.57684713062145
7.768074500672106,0.1917014828954639,666.5070538897709,2.81143736117459,221.92853827413325
6.366602629493854,0.05579566340130653,742.6350171260847,1.4773632739415452,202.36612882831434
7.987723423610481,0.11797151170052095,835.675778152214,1.0787342226288914,140.85425834338173
4.165631022114626,0.10038309251961353,951.2793856760507,2.9221258465146254,115.86621206713843
3.279994401318977,0.19391699916774569,897.1161632178271,0.9999864896336561,26.190243271694488
5.058140756215954,0.09172684938201923,482.9155802020118,0.7195630238905705,167.32032732431904
3.2609548105299186,0.20970711823600713,586.4835768593177,1.6210861513684178,44.72791204193902
5.399785297320918,0.20064430463553912,555.4688315436208,2.147037147593494,143.18173933108977
5.2254366053573005,0.09409336271397727,1182.0579635399165,1.1166502087973784,167.9157261777059
5.449132158526086,0.1229663166801748,764.1198823204121,2.078586711938428,168.7695953667937
7.614306554873167,0.10446811647825585,697.8850123243485,1.766300777196433,128.91571613887328
3.2522357150854635,0.22330357659744676,851.5470527680221,2.5095658309734303,169.15639630098994
6.834414015458117,0.08927105292152958,583.8280702572234,1.3668692156924913,37.20185116074697
6.521700183311102,0.19349227763820803,941.8976577825418,2.0893634600467057,268.31114554241117
3.7162964941808303,0.17317191358606315,581.8589689962141,0.6619558236119003,211.27970724583614
5.244602340760919,0.23119816749751348,512.9153853316984,1.9289380013165776,118.48848176644803
5.245349733570139,0.10504167527843691,388.4473285283826,1.69954834910031,293.37354040563554
6.656253002211431,0.1979367233699032,645.4827093899034,1.8447098342593784,65.34249185361794
7.789036505150383,0.0616448876383757,254.36644749124451,2.909456572876557,291.8897262017419
6.344667927724954,0.12364960462752789,622.5306390005644,1.7264193594118549,217.7858754932152
6.5884561415743885,0.069591959437546,523.6536600825082,0.7201022706404765,116.21867718654732
4.658067250332491,0.21252119351502813,608.9399595579018,1.3504816700705349,80.06071836488327
3.7797379623063074,0.20837474878847168,931.0195668265231,2.2663177543930133,99.0501485370459
4.789621425154456,0.1270958656005397,661.2086443550166,0.5849817065912708,286.74604881728806
7.819651148279394,0.08644350581211716,668.3481406115559,0.5122013308852509,74.1171702132776
4.758295553130155,0.14063235282833486,428.9629700298423,1.3207346033139782,247.19377600679363
4.182403634550928,0.1812672887452385,548.3681717404861,1.422681488085455,266.20738213541256
